Package Name,Dependencies,Optional Dependencies,Needed By,Config File Path
rebornos-mirrorlist,None,None,archlinux-tweak-tool-git,/etc/rebornos-mirrorlist.conf
ripgrep,gcc-libs  pcre2,None,None,/etc/ripgrep.conf
ristretto,libxfce4ui  xfconf  tumbler  libexif  file,None,None,/etc/ristretto.conf
rtkit,dbus  polkit  systemd,None,pulseaudio,/etc/rtkit.conf
sddm,qt5-declarative  xorg-xauth  xorg-server  ttf-font,None,None,/etc/sddm.conf
sdl2,glibc  libxext  libxrender  libx11  libgl  libxcursor  hidapi  libusb,alsa-lib,ffmpeg,/etc/sdl2.conf
seahorse,gcr  gpgme  gtk3  libhandy  libpwquality  libsecret  libsoup3  org.freedesktop.secrets,None,None,/etc/seahorse.conf
sed,glibc  acl,None,base  base-devel  fakeroot  gzip,/etc/sed.conf
semver,nodejs,None,node-gyp  npm,/etc/semver.conf
shadow,acl  libacl.so=1-64  attr  libattr.so=1-64  audit  libaudit.so=1-64  glibc  libxcrypt  libcrypt.so=2-64  pam  libpam.so=0-64  libpam_misc.so=0-64,None,base  git  util-linux,/etc/shadow.conf
shared-mime-info,libxml2  glib2,None,colord  gdk-pixbuf2  gtk2  gtk3  qt5-base  visual-studio-code-bin,/etc/shared-mime-info.conf
slang,pcre,None,aalib  libcaca  libnewt,/etc/slang.conf
smartmontools,gcc-libs  libcap-ng  bash  systemd-libs,s-nail,None,/etc/smartmontools.conf
snappy,glibc  gcc-libs,None,chromium  electron22,/etc/snappy.conf
solaar,gtk3  libnotify  python-dbus  python-evdev  python-gobject  python-hid-parser  python-psutil  python-pyudev  python-xlib  python-yaml,libayatana-appindicator,None,/etc/solaar.conf
sound-theme-freedesktop,None,None,libcanberra,/etc/sound-theme-freedesktop.conf
speex,gcc-libs  libogg  speexdsp  libogg.so=0-64  libspeexdsp.so=1-64,None,ffmpeg  gst-plugins-good  libshout,/etc/speex.conf
speexdsp,gcc-libs,None,pulseaudio  speex,/etc/speexdsp.conf
spice-gtk,acl  cairo  gdk-pixbuf2  glib2  gst-plugins-base  gst-plugins-good  gstreamer  gtk3  json-glib  libcacard  libcap-ng  libepoxy  libjpeg-turbo  libsasl  libsoup3  libusb  libx11  lz4  openssl  opus  phodav  pixman  polkit  spice-protocol  usbredir  wayland  zlib,None,virt-manager,/etc/spice-gtk.conf
spice-protocol,None,None,spice-gtk,/etc/spice-protocol.conf
sqlite,readline  zlib,None,colord  gnupg  libsoup  libsoup3  nss  qt5-base  tracker3  xfce4-notifyd  zathura,/etc/sqlite.conf
srt,gcc-libs  openssl,None,ffmpeg,/etc/srt.conf
startup-notification,glibc  libx11  libxcb  xcb-util,None,awesome  libwnck3  libxfce4ui,/etc/startup-notification.conf
sudo,glibc  openssl  pam  libldap  zlib  libcrypto.so=3-64  libssl.so=3-64,None,base-devel,/etc/sudo.conf
svt-av1,glibc,None,ffmpeg  libavif,/etc/svt-av1.conf
syncthing,glibc,None,None,/etc/syncthing.conf
systemd,acl  libacl.so=1-64  bash  cryptsetup  libcryptsetup.so=12-64  dbus  iptables  kbd  kmod  libkmod.so=2-64  hwdata  libcap  libcap.so=2-64  libgcrypt  libxcrypt  libcrypt.so=2-64  systemd-libs  libidn2  lz4  pam  libelf  libseccomp  libseccomp.so=2-64  util-linux  libblkid.so=1-64  libmount.so=1-64  xz  pcre2  audit  libaudit.so=1-64  openssl  libcrypto.so=3-64  libssl.so=3-64,libmicrohttpd,at-spi2-core  base  chromium  colord  gcr-4  libcolord  libgudev  libinput  libpulse  libwacom  mdadm  mkinitcpio  phodav  polkit  python-pyudev  rtkit  systemd-sysvcompat  upower  vte3  vulkan-intel  vulkan-radeon,/etc/systemd.conf
systemd-libs,glibc  gcc-libs  libcap  libgcrypt  lz4  xz  zstd,None,btrfs-progs  dbus  device-mapper  hidapi  hwloc  jack2  libatasmart  libblockdev  libgudev  libnm  libusb  lvm2  ndctl  p11-kit  pcsclite  procps-ng  smartmontools  systemd  udisks2  usbutils  util-linux  v4l-utils  xf86-input-evdev  xf86-input-wacom  xf86-video-amdgpu  xf86-video-ati  xf86-video-nouveau  xf86-video-vmware  xscreensaver,/etc/systemd-libs.conf
systemd-sysvcompat,systemd,None,base,/etc/systemd-sysvcompat.conf
t1lib,libxaw,None,texlive-bin,/etc/t1lib.conf
taglib,gcc-libs  zlib,None,gst-plugins-good  thunar-media-tags-plugin,/etc/taglib.conf
tar,glibc  acl,None,base  libtool,/etc/tar.conf
tdb,glibc,python,libcanberra  pulseaudio,/etc/tdb.conf
texinfo,ncurses  gzip  perl  sh,perl-archive-zip,base-devel,/etc/texinfo.conf
texlive-basic,texlive-bin,perl-tk,texlive-binextra  texlive-context  texlive-fontsextra  texlive-fontsrecommended  texlive-fontutils  texlive-formatsextra  texlive-latex  texlive-luatex  texlive-meta  texlive-metapost  texlive-pictures  texlive-plaingeneric  texlive-pstricks  texlive-xetex,/etc/texlive-basic.conf
texlive-bibtexextra,texlive-bin  texlive-latex,None,texlive-meta,/etc/texlive-bibtexextra.conf
texlive-bin,cairo  pixman  graphite  t1lib  gd  poppler  ffcall  libsigsegv  zziplib  libpng  libjpeg  freetype2  libxcrypt  harfbuzz-icu  mpfr  potrace  libpaper  libsynctex,psutils,dvisvgm  texlive-basic  texlive-bibtexextra  texlive-binextra  texlive-context  texlive-fontsextra  texlive-fontsrecommended  texlive-fontutils  texlive-formatsextra  texlive-games  texlive-humanities  texlive-latex  texlive-latexextra  texlive-latexrecommended  texlive-luatex  texlive-mathscience  texlive-meta  texlive-metapost  texlive-music  texlive-pictures  texlive-plaingeneric  texlive-pstricks  texlive-publishers  texlive-xetex,/etc/texlive-bin.conf
texlive-binextra,texlive-bin  texlive-basic  dvisvgm,ed,texlive-meta,/etc/texlive-binextra.conf
texlive-context,texlive-bin  texlive-basic,luametatex,texlive-meta,/etc/texlive-context.conf
texlive-fontsextra,texlive-bin  texlive-basic,None,texlive-meta,/etc/texlive-fontsextra.conf
texlive-fontsrecommended,texlive-bin  texlive-basic,None,texlive-formatsextra  texlive-mathscience  texlive-meta,/etc/texlive-fontsrecommended.conf
texlive-fontutils,texlive-bin  texlive-basic,ghostscript,texlive-meta,/etc/texlive-fontutils.conf
texlive-formatsextra,texlive-bin  texlive-basic  texlive-latex  texlive-plaingeneric  texlive-fontsrecommended,None,texlive-meta,/etc/texlive-formatsextra.conf
texlive-games,texlive-bin  texlive-latex,None,texlive-meta,/etc/texlive-games.conf
texlive-humanities,texlive-bin  texlive-latex,None,texlive-meta,/etc/texlive-humanities.conf
texlive-latex,texlive-bin  texlive-basic  dvisvgm,None,texlive-bibtexextra  texlive-formatsextra  texlive-games  texlive-humanities  texlive-latexrecommended  texlive-mathscience  texlive-meta  texlive-music  texlive-publishers,/etc/texlive-latex.conf
texlive-latexextra,texlive-bin  texlive-latexrecommended  texlive-pictures,java-runtime,texlive-meta,/etc/texlive-latexextra.conf
texlive-latexrecommended,texlive-bin  texlive-latex,None,texlive-latexextra  texlive-meta,/etc/texlive-latexrecommended.conf
texlive-luatex,texlive-bin  texlive-basic,None,texlive-meta,/etc/texlive-luatex.conf
texlive-mathscience,texlive-bin  texlive-fontsrecommended  texlive-latex,None,texlive-meta,/etc/texlive-mathscience.conf
texlive-meta,texlive-bin  texlive-basic  texlive-bibtexextra  texlive-binextra  texlive-context  texlive-fontsextra  texlive-fontsrecommended  texlive-fontutils  texlive-formatsextra  texlive-games  texlive-humanities  texlive-latex  texlive-latexextra  texlive-latexrecommended  texlive-luatex  texlive-mathscience  texlive-metapost  texlive-music  texlive-pictures  texlive-plaingeneric  texlive-pstricks  texlive-publishers  texlive-xetex,None,None,/etc/texlive-meta.conf
texlive-metapost,texlive-bin  texlive-basic,None,texlive-meta,/etc/texlive-metapost.conf
texlive-music,texlive-bin  texlive-latex,fontforge,texlive-meta,/etc/texlive-music.conf
texlive-pictures,texlive-bin  texlive-basic,ghostscript,texlive-latexextra  texlive-meta,/etc/texlive-pictures.conf
texlive-plaingeneric,texlive-bin  texlive-basic,None,texlive-formatsextra  texlive-meta  texlive-pstricks,/etc/texlive-plaingeneric.conf
texlive-pstricks,texlive-bin  texlive-basic  texlive-plaingeneric,None,texlive-meta,/etc/texlive-pstricks.conf
texlive-publishers,texlive-bin  texlive-latex,None,texlive-meta,/etc/texlive-publishers.conf
texlive-xetex,texlive-bin  texlive-basic,None,texlive-meta,/etc/texlive-xetex.conf
thin-provisioning-tools,gcc-libs,None,lvm2,/etc/thin-provisioning-tools.conf
thunar,desktop-file-utils  libexif  hicolor-icon-theme  libnotify  pcre2  libgudev  exo  libxfce4util  libxfce4ui  libpng,gvfs,thunar-archive-plugin  thunar-media-tags-plugin  thunar-volman  xfdesktop,/etc/thunar.conf
thunar-archive-plugin,thunar  hicolor-icon-theme,file-roller,None,/etc/thunar-archive-plugin.conf
thunar-media-tags-plugin,taglib  thunar,None,None,/etc/thunar-media-tags-plugin.conf
thunar-volman,thunar  libxfce4ui  hicolor-icon-theme,None,None,/etc/thunar-volman.conf
tpm2-tss,curl  json-c  openssl  libjson-c.so=5-64,None,libsecret,/etc/tpm2-tss.conf
tracker3,glib2  icu  json-glib  libsoup3  libstemmer  libxml2  sqlite,libsoup,gtk3,/etc/tracker3.conf
tree,glibc,None,None,/etc/tree.conf
tree-sitter,gcc-libs,None,neovim,/etc/tree-sitter.conf
tslib,glibc,None,qt5-base,/etc/tslib.conf
ttf-3270-nerd,None,None,None,/etc/ttf-3270-nerd.conf
ttf-agave-nerd,None,None,None,/etc/ttf-agave-nerd.conf
ttf-anonymouspro-nerd,None,None,None,/etc/ttf-anonymouspro-nerd.conf
ttf-arimo-nerd,None,None,None,/etc/ttf-arimo-nerd.conf
ttf-bigblueterminal-nerd,None,None,None,/etc/ttf-bigblueterminal-nerd.conf
ttf-bitstream-vera-mono-nerd,None,None,None,/etc/ttf-bitstream-vera-mono-nerd.conf
ttf-carlito,None,None,onlyoffice-bin,/etc/ttf-carlito.conf
ttf-cascadia-code-nerd,None,None,None,/etc/ttf-cascadia-code-nerd.conf
ttf-cousine-nerd,None,None,None,/etc/ttf-cousine-nerd.conf
ttf-daddytime-mono-nerd,None,None,None,/etc/ttf-daddytime-mono-nerd.conf
ttf-dejavu,None,None,firefox  onlyoffice-bin  sddm,/etc/ttf-dejavu.conf
ttf-dejavu-nerd,None,None,None,/etc/ttf-dejavu-nerd.conf
ttf-fantasque-nerd,None,None,None,/etc/ttf-fantasque-nerd.conf
ttf-firacode-nerd,None,None,None,/etc/ttf-firacode-nerd.conf
ttf-font-awesome,None,None,None,/etc/ttf-font-awesome.conf
ttf-go-nerd,None,None,None,/etc/ttf-go-nerd.conf
ttf-hack-nerd,None,None,None,/etc/ttf-hack-nerd.conf
ttf-heavydata-nerd,None,None,None,/etc/ttf-heavydata-nerd.conf
ttf-iawriter-nerd,None,None,None,/etc/ttf-iawriter-nerd.conf
ttf-ibmplex-mono-nerd,None,None,None,/etc/ttf-ibmplex-mono-nerd.conf
ttf-inconsolata-go-nerd,None,None,None,/etc/ttf-inconsolata-go-nerd.conf
ttf-inconsolata-lgc-nerd,None,None,None,/etc/ttf-inconsolata-lgc-nerd.conf
ttf-inconsolata-nerd,None,None,None,/etc/ttf-inconsolata-nerd.conf
ttf-iosevka-nerd,None,None,None,/etc/ttf-iosevka-nerd.conf
ttf-iosevkaterm-nerd,None,None,None,/etc/ttf-iosevkaterm-nerd.conf
ttf-jetbrains-mono-nerd,None,None,None,/etc/ttf-jetbrains-mono-nerd.conf
ttf-lekton-nerd,None,None,None,/etc/ttf-lekton-nerd.conf
ttf-liberation,None,None,chromium  firefox  onlyoffice-bin  sddm,/etc/ttf-liberation.conf
ttf-liberation-mono-nerd,None,None,None,/etc/ttf-liberation-mono-nerd.conf
ttf-lilex-nerd,None,None,None,/etc/ttf-lilex-nerd.conf
ttf-meslo-nerd,None,None,None,/etc/ttf-meslo-nerd.conf
ttf-monofur-nerd,None,None,None,/etc/ttf-monofur-nerd.conf
ttf-monoid-nerd,None,None,None,/etc/ttf-monoid-nerd.conf
ttf-mononoki-nerd,None,None,None,/etc/ttf-mononoki-nerd.conf
ttf-mplus-nerd,None,None,None,/etc/ttf-mplus-nerd.conf
ttf-ms-fonts,None,None,firefox  sddm,/etc/ttf-ms-fonts.conf
ttf-nerd-fonts-symbols,ttf-nerd-fonts-symbols-common,None,None,/etc/ttf-nerd-fonts-symbols.conf
ttf-nerd-fonts-symbols-common,None,None,ttf-nerd-fonts-symbols  ttf-nerd-fonts-symbols-mono,/etc/ttf-nerd-fonts-symbols-common.conf
ttf-nerd-fonts-symbols-mono,ttf-nerd-fonts-symbols-common,None,None,/etc/ttf-nerd-fonts-symbols-mono.conf
ttf-noto-nerd,None,None,None,/etc/ttf-noto-nerd.conf
ttf-profont-nerd,None,None,None,/etc/ttf-profont-nerd.conf
ttf-proggyclean-nerd,None,None,None,/etc/ttf-proggyclean-nerd.conf
ttf-roboto-mono-nerd,None,None,None,/etc/ttf-roboto-mono-nerd.conf
ttf-sharetech-mono-nerd,None,None,None,/etc/ttf-sharetech-mono-nerd.conf
ttf-sourcecodepro-nerd,None,None,None,/etc/ttf-sourcecodepro-nerd.conf
ttf-space-mono-nerd,None,None,None,/etc/ttf-space-mono-nerd.conf
ttf-terminus-nerd,None,None,None,/etc/ttf-terminus-nerd.conf
ttf-tinos-nerd,None,None,None,/etc/ttf-tinos-nerd.conf
ttf-ubuntu-mono-nerd,None,None,None,/etc/ttf-ubuntu-mono-nerd.conf
ttf-ubuntu-nerd,None,None,None,/etc/ttf-ubuntu-nerd.conf
ttf-victor-mono-nerd,None,None,None,/etc/ttf-victor-mono-nerd.conf
tumbler,libxfce4util  gdk-pixbuf2,ffmpegthumbnailer,ristretto,/etc/tumbler.conf
twolame,glibc  libsndfile,None,gst-plugins-good,/etc/twolame.conf
tzdata,None,bash,glibc,/etc/tzdata.conf
udisks2,acl  polkit  glib2  gcc-libs  glibc  libatasmart  libgudev  libblockdev  systemd-libs  util-linux-libs,None,gvfs,/etc/udisks2.conf
unibilium,glibc,None,libtermkey  neovim,/etc/unibilium.conf
unzip,bzip2  bash,None,docx2txt,/etc/unzip.conf
upower,libgudev  libimobiledevice  systemd  usbmuxd  libglib-2.0.so=0-64  libgobject-2.0.so=0-64  libgio-2.0.so=0-64,None,xfce4-power-manager,/etc/upower.conf
usbmuxd,libimobiledevice  libusb  libplist,None,upower,/etc/usbmuxd.conf
usbredir,libusb  glib2,None,spice-gtk,/etc/usbredir.conf
usbutils,glibc  hwdata  libusb  libusb-1.0.so=0-64  systemd-libs  libudev.so=1-64,coreutils,None,/etc/usbutils.conf
util-linux,pam  shadow  coreutils  systemd-libs  libsystemd.so=0-64  libudev.so=1-64  libcap-ng  libutempter  libxcrypt  libcrypt.so=2-64  util-linux-libs  libmagic.so=1-64  libncursesw.so=6-64,words,base  fakeroot  libblockdev  mkinitcpio  systemd  zeromq,/etc/util-linux.conf
util-linux-libs,glibc,python,btrfs-progs  cryptsetup  e2fsprogs  glib2  gptfdisk  libnm  libsm  lvm2  ndctl  parted  systemd  udisks2  util-linux  volume_key  wget  xfsprogs,/etc/util-linux-libs.conf
v4l-utils,hicolor-icon-theme  gcc-libs  libjpeg-turbo  systemd-libs  json-c,qt5-base,ffmpeg  gst-plugins-good,/etc/v4l-utils.conf
vid.stab,gcc-libs  glibc,None,ffmpeg,/etc/vid.stab.conf
vim,vim-runtime=9.0.1736-1  gpm  acl  glibc  libgcrypt  zlib  perl,python,None,/etc/vim.conf
vim-runtime,None,sh,vim,/etc/vim-runtime.conf
virt-install,libosinfo  libvirt-python  python-gobject  python-requests  cpio  libisoburn,x11-ssh-askpass,virt-manager,/etc/virt-install.conf
virt-manager,virt-install=4.1.0  gtk-vnc  libvirt-glib  spice-gtk  vte3  python-cairo  gtksourceview4,x11-ssh-askpass,None,/etc/virt-manager.conf
visual-studio-code-bin,libxkbfile  gnupg  gtk3  libsecret  nss  gcc-libs  libnotify  libxss  glibc  lsof  shared-mime-info  xdg-utils  alsa-lib,glib2,None,/etc/visual-studio-code-bin.conf
vmaf,gcc-libs,None,ffmpeg,/etc/vmaf.conf
volume_key,cryptsetup  glib2  glibc  gpgme  nspr  nss  util-linux-libs,python-volume_key,libblockdev,/etc/volume_key.conf
vte-common,sh,None,vte3,/etc/vte-common.conf
vte3,fribidi  gnutls  gtk3  pcre2  systemd  vte-common,None,virt-manager  xfce4-terminal,/etc/vte3.conf
vulkan-icd-loader,glibc,vulkan-driver,ffmpeg  mesa,/etc/vulkan-icd-loader.conf
vulkan-intel,libdrm  libx11  libxshmfence  systemd  wayland  zstd,vulkan-mesa-layers,None,/etc/vulkan-intel.conf
vulkan-radeon,libdrm  libelf  libx11  libxshmfence  llvm-libs  systemd  wayland  zstd,vulkan-mesa-layers,None,/etc/vulkan-radeon.conf
w3m,openssl  gc  ncurses  gpm,imlib2,None,/etc/w3m.conf
wallutils,libheif  libx11  libxpm  wayland,feh,None,/etc/wallutils.conf
wavpack,glibc,None,gst-plugins-good,/etc/wavpack.conf
wayland,glibc  libffi  expat  libxml2  default-cursors,None,electron22  gst-plugins-base-libs  gtk3  libva  mesa  spice-gtk  vulkan-intel  vulkan-radeon  wallutils,/etc/wayland.conf
webrtc-audio-processing,gcc-libs,None,pulseaudio,/etc/webrtc-audio-processing.conf
wget,glibc  zlib  gnutls  libidn2  libidn2.so=0-64  util-linux-libs  libuuid.so=1-64  libpsl  libpsl.so=5-64  pcre2  nettle  libnettle.so=8-64,ca-certificates,multimc-bin,/etc/wget.conf
which,glibc  bash,None,base-devel,/etc/which.conf
wireless_tools,None,None,None,/etc/wireless_tools.conf
woff2,brotli,None,chromium  dvisvgm  electron22,/etc/woff2.conf
wpa_supplicant,openssl  libdbus  readline  libnl  pcsclite,None,networkmanager,/etc/wpa_supplicant.conf
x264,liblsmash.so=2-64,None,ffmpeg  gst-plugins-ugly,/etc/x264.conf
x265,gcc-libs,None,ffmpeg  libheif,/etc/x265.conf
xarchiver,gtk3,arj,None,/etc/xarchiver.conf
xcb-proto,None,None,libxcb,/etc/xcb-proto.conf
xcb-util,libxcb>=1.7,None,startup-notification  xcb-util-image  xcb-util-xrm  xorg-xbacklight,/etc/xcb-util.conf
xcb-util-cursor,libxcb  xcb-util-renderutil  xcb-util-image,None,awesome,/etc/xcb-util-cursor.conf
xcb-util-image,libxcb  xcb-util,None,picom  qt5-base  xcb-util-cursor,/etc/xcb-util-image.conf
xcb-util-keysyms,libxcb,None,awesome  qt5-base,/etc/xcb-util-keysyms.conf
xcb-util-renderutil,libxcb>=1.7,None,picom  qt5-base  xcb-util-cursor,/etc/xcb-util-renderutil.conf
xcb-util-wm,libxcb,None,awesome  qt5-base,/etc/xcb-util-wm.conf
xcb-util-xrm,xcb-util,None,awesome,/etc/xcb-util-xrm.conf
xclip,libxmu,None,None,/etc/xclip.conf
xdg-utils,sh  file  xorg-xset  xorg-xprop,kde-cli-tools,chromium  qt5-base  visual-studio-code-bin,/etc/xdg-utils.conf
xdotool,libxtst  libxinerama  libxkbcommon,None,None,/etc/xdotool.conf
xerolinux-mirrorlist,None,None,archlinux-tweak-tool-git,/etc/xerolinux-mirrorlist.conf
xf86-input-evdev,systemd-libs  mtdev  libevdev,None,None,/etc/xf86-input-evdev.conf
xf86-input-libinput,libinput,None,xorg-server,/etc/xf86-input-libinput.conf
xf86-input-wacom,libxi  libxinerama  libxrandr  systemd-libs,None,None,/etc/xf86-input-wacom.conf
xf86-video-amdgpu,systemd-libs  mesa,None,None,/etc/xf86-video-amdgpu.conf
xf86-video-ati,systemd-libs  mesa,None,None,/etc/xf86-video-ati.conf
xf86-video-nouveau,systemd-libs  mesa,None,None,/etc/xf86-video-nouveau.conf
xf86-video-vmware,mesa  systemd-libs,None,None,/etc/xf86-video-vmware.conf
xfburn,libburn  libisofs  gtk3  libxfce4ui  exo  gst-plugins-base-libs  libgudev  desktop-file-utils,None,None,/etc/xfburn.conf
xfce4-appfinder,libxfce4ui  garcon  xfconf  hicolor-icon-theme,None,None,/etc/xfce4-appfinder.conf
xfce4-artwork,None,None,None,/etc/xfce4-artwork.conf
xfce4-battery-plugin,xfce4-panel,None,None,/etc/xfce4-battery-plugin.conf
xfce4-clipman-plugin,xfce4-panel  libxtst  qrencode,None,None,/etc/xfce4-clipman-plugin.conf
xfce4-cpufreq-plugin,xfce4-panel,None,None,/etc/xfce4-cpufreq-plugin.conf
xfce4-cpugraph-plugin,xfce4-panel  xfconf,None,None,/etc/xfce4-cpugraph-plugin.conf
xfce4-dev-tools,glib2  intltool  gtk-doc,docker,None,/etc/xfce4-dev-tools.conf
xfce4-dict,xfce4-panel  librsvg  hicolor-icon-theme,None,None,/etc/xfce4-dict.conf
xfce4-diskperf-plugin,xfce4-panel,None,None,/etc/xfce4-diskperf-plugin.conf
xfce4-eyes-plugin,xfce4-panel  hicolor-icon-theme,None,None,/etc/xfce4-eyes-plugin.conf
xfce4-fsguard-plugin,xfce4-panel,None,None,/etc/xfce4-fsguard-plugin.conf
xfce4-genmon-plugin,xfce4-panel  hicolor-icon-theme,None,None,/etc/xfce4-genmon-plugin.conf
xfce4-mailwatch-plugin,xfce4-panel  gnutls,None,None,/etc/xfce4-mailwatch-plugin.conf
xfce4-mount-plugin,xfce4-panel,None,None,/etc/xfce4-mount-plugin.conf
xfce4-mpc-plugin,xfce4-panel  libmpd,None,None,/etc/xfce4-mpc-plugin.conf
xfce4-netload-plugin,xfce4-panel,None,None,/etc/xfce4-netload-plugin.conf
xfce4-notes-plugin,xfce4-panel  hicolor-icon-theme,None,None,/etc/xfce4-notes-plugin.conf
xfce4-notifyd,libxfce4ui  libxfce4util  libnotify  xfconf  sqlite  libcanberra  hicolor-icon-theme,None,xfce4-power-manager,/etc/xfce4-notifyd.conf
xfce4-panel,exo  garcon  libxfce4ui  xfconf  libwnck3  libdbusmenu-gtk3  hicolor-icon-theme  desktop-file-utils,None,xfce4-battery-plugin  xfce4-clipman-plugin  xfce4-cpufreq-plugin  xfce4-cpugraph-plugin  xfce4-dict  xfce4-diskperf-plugin  xfce4-eyes-plugin  xfce4-fsguard-plugin  xfce4-genmon-plugin  xfce4-mailwatch-plugin  xfce4-mount-plugin  xfce4-mpc-plugin  xfce4-netload-plugin  xfce4-notes-plugin  xfce4-pulseaudio-plugin  xfce4-screenshooter  xfce4-sensors-plugin  xfce4-smartbookmark-plugin  xfce4-systemload-plugin  xfce4-time-out-plugin  xfce4-timer-plugin  xfce4-verve-plugin  xfce4-wavelan-plugin  xfce4-weather-plugin  xfce4-whiskermenu-plugin  xfce4-xkb-plugin,/etc/xfce4-panel.conf
xfce4-power-manager,libxfce4ui  upower  libnotify  xfce4-notifyd  hicolor-icon-theme,None,None,/etc/xfce4-power-manager.conf
xfce4-pulseaudio-plugin,xfce4-panel  libpulse  libkeybinder3  libnotify  libcanberra,pavucontrol,None,/etc/xfce4-pulseaudio-plugin.conf
xfce4-screensaver,libxss  libxklavier  libwnck3  garcon  dbus-glib  python  python-gobject,None,None,/etc/xfce4-screensaver.conf
xfce4-screenshooter,xfce4-panel  libsoup3  hicolor-icon-theme,None,None,/etc/xfce4-screenshooter.conf
xfce4-sensors-plugin,xfce4-panel  lm_sensors  libnotify  hicolor-icon-theme,hddtemp,None,/etc/xfce4-sensors-plugin.conf
xfce4-session,libxfce4ui  libwnck3  xfconf  libsm  polkit  xorg-iceauth  xorg-xinit  xorg-xrdb  polkit-gnome  hicolor-icon-theme,gnome-keyring,None,/etc/xfce4-session.conf
xfce4-settings,exo  garcon  libxfce4ui  xfconf  libnotify  libcanberra  colord  libxklavier  elementary-icon-theme  gnome-themes-extra,python,None,/etc/xfce4-settings.conf
xfce4-smartbookmark-plugin,xfce4-panel,None,None,/etc/xfce4-smartbookmark-plugin.conf
xfce4-systemload-plugin,xfce4-panel  libgtop,None,None,/etc/xfce4-systemload-plugin.conf
xfce4-taskmanager,libxfce4ui  xfconf  libxmu  libwnck3,None,None,/etc/xfce4-taskmanager.conf
xfce4-terminal,libxfce4ui  vte3  hicolor-icon-theme,None,None,/etc/xfce4-terminal.conf
xfce4-time-out-plugin,xfce4-panel,None,None,/etc/xfce4-time-out-plugin.conf
xfce4-timer-plugin,xfce4-panel,None,None,/etc/xfce4-timer-plugin.conf
xfce4-verve-plugin,xfce4-panel,None,None,/etc/xfce4-verve-plugin.conf
xfce4-wavelan-plugin,xfce4-panel,None,None,/etc/xfce4-wavelan-plugin.conf
xfce4-weather-plugin,xfce4-panel  libxml2  libsoup  hicolor-icon-theme,None,None,/etc/xfce4-weather-plugin.conf
xfce4-whiskermenu-plugin,garcon  xfce4-panel  gtk3>=3.22,None,None,/etc/xfce4-whiskermenu-plugin.conf
xfce4-xkb-plugin,xfce4-panel  libxklavier  librsvg  libwnck3  libnotify,xfce4-notifyd,None,/etc/xfce4-xkb-plugin.conf
xfconf,libxfce4util,None,libxfce4ui  ristretto  xfce4-appfinder  xfce4-cpugraph-plugin  xfce4-notifyd  xfce4-panel  xfce4-session  xfce4-settings  xfce4-taskmanager  xfwm4,/etc/xfconf.conf
xfdesktop,libxfce4ui  libwnck3  exo  thunar  garcon  hicolor-icon-theme,None,None,/etc/xfdesktop.conf
xfsprogs,sh  util-linux-libs  device-mapper  libinih  liburcu,icu,None,/etc/xfsprogs.conf
xfwm4,libxfce4ui  xfconf  libwnck3  libepoxy  libxpresent  hicolor-icon-theme,None,xfwm4-themes,/etc/xfwm4.conf
xfwm4-themes,xfwm4,None,None,/etc/xfwm4-themes.conf
xkeyboard-config,None,None,libxkbcommon  libxklavier  xorg-server-common,/etc/xkeyboard-config.conf
xorg-appres,libxt,None,xscreensaver,/etc/xorg-appres.conf
xorg-bdftopcf,glibc,None,None,/etc/xorg-bdftopcf.conf
xorg-fonts-encodings,None,None,libfontenc,/etc/xorg-fonts-encodings.conf
xorg-iceauth,libice,None,xfce4-session,/etc/xorg-iceauth.conf
xorg-mkfontscale,freetype2  libfontenc,None,None,/etc/xorg-mkfontscale.conf
xorg-server,libepoxy  libxfont2  pixman  xorg-server-common  libunwind  dbus  libgl  xf86-input-libinput  nettle  libpciaccess  libdrm  libxshmfence  libxcvt,None,lightdm  sddm,/etc/xorg-server.conf
xorg-server-common,xkeyboard-config  xorg-xkbcomp  xorg-setxkbmap,None,xorg-server,/etc/xorg-server-common.conf
xorg-sessreg,glibc,None,None,/etc/xorg-sessreg.conf
xorg-setxkbmap,libxkbfile  libxrandr,None,xorg-server-common,/etc/xorg-setxkbmap.conf
xorg-smproxy,libsm  libxt  libxmu,None,None,/etc/xorg-smproxy.conf
xorg-x11perf,libx11  libxmu  libxrender  libxft  libxext,None,None,/etc/xorg-x11perf.conf
xorg-xauth,libxmu,None,sddm  xorg-xinit,/etc/xorg-xauth.conf
xorg-xbacklight,xcb-util,None,None,/etc/xorg-xbacklight.conf
xorg-xcmsdb,libx11,None,None,/etc/xorg-xcmsdb.conf
xorg-xcursorgen,libx11  libxcursor  libpng,None,None,/etc/xorg-xcursorgen.conf
xorg-xdpyinfo,libx11  libxext  libxtst  libxxf86vm  libxrender  libxcomposite  libxinerama,None,None,/etc/xorg-xdpyinfo.conf
xorg-xdriinfo,libx11  libgl,None,None,/etc/xorg-xdriinfo.conf
xorg-xev,libx11  libxrandr,None,None,/etc/xorg-xev.conf
xorg-xgamma,libx11  libxxf86vm,None,None,/etc/xorg-xgamma.conf
xorg-xhost,libx11  libxmu,None,None,/etc/xorg-xhost.conf
xorg-xinit,libx11  xorg-xauth  xorg-xrdb  xorg-xmodmap,xorg-twm,xfce4-session,/etc/xorg-xinit.conf
xorg-xinput,libx11  libxi>=1.5.99.2  xorg-xrandr  libxinerama,None,None,/etc/xorg-xinput.conf
