Package Name,Dependencies,Optional Dependencies,Needed By,Config File Path
haskell-http-client-tls,ghc-libs  haskell-case-insensitive  haskell-crypton  haskell-crypton-connection  haskell-data-default-class  haskell-http-client  haskell-http-types  haskell-memory  haskell-network  haskell-network-uri  haskell-tls,None,haskell-pandoc,/etc/haskell-http-client-tls.conf
haskell-http-date,ghc-libs  haskell-attoparsec,None,haskell-wai-app-static  haskell-warp,/etc/haskell-http-date.conf
haskell-http-media,ghc-libs  haskell-case-insensitive  haskell-utf8-string,None,haskell-servant  haskell-servant-server,/etc/haskell-http-media.conf
haskell-http-types,ghc-libs  haskell-case-insensitive,None,haskell-http-api-data  haskell-http-client  haskell-http-client-tls  haskell-http2  haskell-pandoc  haskell-servant  haskell-servant-server  haskell-wai  haskell-wai-app-static  haskell-wai-cors  haskell-wai-extra  haskell-wai-logger  haskell-warp,/etc/haskell-http-types.conf
haskell-http2,ghc-libs  haskell-async  haskell-case-insensitive  haskell-http-types  haskell-network  haskell-network-byte-order  haskell-psqueues  haskell-time-manager  haskell-unix-time,None,haskell-warp,/etc/haskell-http2.conf
haskell-hunit,ghc-libs  haskell-call-stack,None,haskell-wai-extra,/etc/haskell-hunit.conf
haskell-indexed-traversable,ghc-libs,None,haskell-aeson  haskell-comonad  haskell-indexed-traversable-instances  haskell-semialign  haskell-witherable,/etc/haskell-indexed-traversable.conf
haskell-indexed-traversable-instances,ghc-libs  haskell-indexed-traversable  haskell-onetuple  haskell-tagged  haskell-unordered-containers  haskell-vector,None,haskell-semialign  haskell-witherable,/etc/haskell-indexed-traversable-instances.conf
haskell-integer-logarithms,ghc-libs,None,haskell-scientific,/etc/haskell-integer-logarithms.conf
haskell-iproute,ghc-libs  haskell-appar  haskell-byteorder  haskell-network,None,haskell-http-client  haskell-wai-extra  haskell-warp,/etc/haskell-iproute.conf
haskell-ipynb,ghc-libs  haskell-aeson  haskell-base64-bytestring  haskell-unordered-containers,None,haskell-pandoc,/etc/haskell-ipynb.conf
haskell-isocline,ghc-libs,None,haskell-hslua-repl,/etc/haskell-isocline.conf
haskell-jira-wiki-markup,ghc-libs,None,haskell-pandoc,/etc/haskell-jira-wiki-markup.conf
haskell-juicypixels,ghc-libs  haskell-primitive  haskell-vector  haskell-zlib,None,haskell-pandoc,/etc/haskell-juicypixels.conf
haskell-lexer,ghc-libs,None,haskell-pretty-show,/etc/haskell-lexer.conf
haskell-libyaml,ghc-libs  libyaml  haskell-conduit  haskell-resourcet,None,haskell-yaml,/etc/haskell-libyaml.conf
haskell-lpeg,ghc-libs  haskell-lua  lua-lpeg,None,haskell-pandoc-lua-engine,/etc/haskell-lpeg.conf
haskell-lua,ghc-libs  lua,None,haskell-hslua-core  haskell-hslua-repl  haskell-lpeg  haskell-pandoc-lua-marshal  hslua-cli,/etc/haskell-lua.conf
haskell-memory,ghc-libs  haskell-basement,None,haskell-asn1-types  haskell-crypton  haskell-crypton-x509  haskell-crypton-x509-validation  haskell-cryptonite  haskell-http-client-tls  haskell-pem  haskell-tls  haskell-wai-app-static,/etc/haskell-memory.conf
haskell-mime-types,ghc-libs,None,haskell-http-client  haskell-pandoc  haskell-wai-app-static,/etc/haskell-mime-types.conf
haskell-mmorph,ghc-libs  haskell-transformers-compat,None,haskell-servant,/etc/haskell-mmorph.conf
haskell-monad-control,ghc-libs  haskell-transformers-base  haskell-transformers-compat,None,haskell-servant-server,/etc/haskell-monad-control.conf
haskell-mono-traversable,ghc-libs  haskell-hashable  haskell-split  haskell-unordered-containers  haskell-vector  haskell-vector-algorithms,None,haskell-conduit,/etc/haskell-mono-traversable.conf
haskell-network,ghc-libs,None,haskell-conduit-extra  haskell-crypton-connection  haskell-http-client  haskell-http-client-tls  haskell-http2  haskell-iproute  haskell-pandoc  haskell-recv  haskell-servant-server  haskell-simple-sendfile  haskell-socks  haskell-streaming-commons  haskell-tls  haskell-wai  haskell-wai-extra  haskell-wai-logger  haskell-warp,/etc/haskell-network.conf
haskell-network-byte-order,ghc-libs,None,haskell-http2,/etc/haskell-network-byte-order.conf
haskell-network-uri,ghc-libs  haskell-th-compat,None,haskell-commonmark-extensions  haskell-http-client  haskell-http-client-tls  haskell-pandoc  haskell-servant  haskell-servant-server  haskell-texmath,/etc/haskell-network-uri.conf
haskell-old-locale,ghc-libs,None,haskell-data-default-instances-old-locale  haskell-old-time  haskell-wai-app-static,/etc/haskell-old-locale.conf
haskell-old-time,ghc-libs  haskell-old-locale,None,haskell-unix-time  haskell-zip-archive,/etc/haskell-old-time.conf
haskell-onetuple,ghc-libs  haskell-base-orphans,None,haskell-aeson  haskell-indexed-traversable-instances,/etc/haskell-onetuple.conf
haskell-optparse-applicative,ghc-libs  haskell-ansi-wl-pprint  haskell-transformers-compat,None,haskell-wai-app-static  haskell-yaml,/etc/haskell-optparse-applicative.conf
haskell-pandoc,ghc-libs  haskell-glob  haskell-juicypixels  haskell-sha  haskell-aeson  haskell-aeson-pretty  haskell-attoparsec  haskell-base64  haskell-blaze-html  haskell-blaze-markup  haskell-case-insensitive  haskell-citeproc  haskell-commonmark  haskell-commonmark-extensions  haskell-commonmark-pandoc  haskell-crypton-connection  haskell-data-default  haskell-doclayout  haskell-doctemplates  haskell-emojis  haskell-file-embed  haskell-gridtables  haskell-haddock-library  haskell-http-client  haskell-http-client-tls  haskell-http-types  haskell-ipynb  haskell-jira-wiki-markup  haskell-mime-types  haskell-network  haskell-network-uri  haskell-pandoc-types  haskell-pretty-show  haskell-random  haskell-safe  haskell-scientific  haskell-skylighting  haskell-skylighting-core  haskell-split  haskell-syb  haskell-tagsoup  haskell-temporary  haskell-texmath  haskell-text-conversions  haskell-unicode-collation  haskell-unicode-transforms  haskell-xml  haskell-xml-conduit  haskell-xml-types  haskell-yaml  haskell-zip-archive  haskell-zlib,pandoc-crossref,haskell-pandoc-lua-engine  haskell-pandoc-server  pandoc-cli,/etc/haskell-pandoc.conf
haskell-pandoc-lua-engine,ghc-libs  haskell-sha  haskell-aeson  haskell-citeproc  haskell-data-default  haskell-doclayout  haskell-doctemplates  haskell-hslua  haskell-hslua-module-doclayout  haskell-hslua-module-path  haskell-hslua-module-system  haskell-hslua-module-text  haskell-hslua-module-version  haskell-hslua-module-zip  haskell-hslua-repl  haskell-lpeg  haskell-pandoc  haskell-pandoc-lua-marshal  haskell-pandoc-types,None,pandoc-cli,/etc/haskell-pandoc-lua-engine.conf
haskell-pandoc-lua-marshal,ghc-libs  haskell-aeson  haskell-hslua  haskell-hslua-list  haskell-hslua-marshalling  haskell-lua  haskell-pandoc-types  haskell-safe,None,haskell-pandoc-lua-engine,/etc/haskell-pandoc-lua-marshal.conf
haskell-pandoc-server,ghc-libs  haskell-aeson  haskell-base64  haskell-data-default  haskell-doctemplates  haskell-pandoc  haskell-pandoc-types  haskell-servant-server  haskell-skylighting  haskell-unicode-collation  haskell-wai  haskell-wai-cors,None,pandoc-cli,/etc/haskell-pandoc-server.conf
haskell-pandoc-types,ghc-libs  haskell-aeson  haskell-quickcheck  haskell-syb,None,haskell-citeproc  haskell-commonmark-pandoc  haskell-pandoc  haskell-pandoc-lua-engine  haskell-pandoc-lua-marshal  haskell-pandoc-server  haskell-texmath,/etc/haskell-pandoc-types.conf
haskell-pem,ghc-libs  haskell-basement  haskell-memory,None,haskell-crypton-x509  haskell-crypton-x509-store  haskell-crypton-x509-system  haskell-crypton-x509-validation,/etc/haskell-pem.conf
haskell-pretty-show,ghc-libs  haskell-lexer,None,haskell-pandoc,/etc/haskell-pretty-show.conf
haskell-primitive,ghc-libs,None,haskell-aeson  haskell-bitvec  haskell-conduit  haskell-conduit-extra  haskell-juicypixels  haskell-resourcet  haskell-scientific  haskell-vector  haskell-vector-algorithms,/etc/haskell-primitive.conf
haskell-psqueues,ghc-libs  haskell-hashable,None,haskell-http2,/etc/haskell-psqueues.conf
haskell-quickcheck,ghc-libs  haskell-erf  haskell-random  haskell-splitmix,None,haskell-aeson  haskell-pandoc-types  haskell-servant,/etc/haskell-quickcheck.conf
haskell-random,ghc-libs  haskell-splitmix,None,haskell-http-client  haskell-pandoc  haskell-quickcheck  haskell-streaming-commons  haskell-temporary  haskell-uuid-types,/etc/haskell-random.conf
haskell-recv,ghc-libs  haskell-network,None,haskell-warp,/etc/haskell-recv.conf
haskell-resourcet,ghc-libs  haskell-primitive  haskell-unliftio-core,None,haskell-conduit  haskell-conduit-extra  haskell-libyaml  haskell-servant-server  haskell-wai-extra  haskell-xml-conduit  haskell-yaml,/etc/haskell-resourcet.conf
haskell-safe,ghc-libs,None,haskell-citeproc  haskell-doclayout  haskell-doctemplates  haskell-pandoc  haskell-pandoc-lua-marshal  haskell-skylighting-core  pandoc-cli,/etc/haskell-safe.conf
haskell-safe-exceptions,ghc-libs,None,haskell-unliftio,/etc/haskell-safe-exceptions.conf
haskell-scientific,ghc-libs  haskell-hashable  haskell-integer-logarithms  haskell-primitive,None,haskell-aeson  haskell-aeson-pretty  haskell-attoparsec  haskell-citeproc  haskell-doctemplates  haskell-hslua-aeson  haskell-pandoc  haskell-yaml,/etc/haskell-scientific.conf
haskell-semialign,ghc-libs  haskell-hashable  haskell-indexed-traversable  haskell-indexed-traversable-instances  haskell-semigroupoids  haskell-tagged  haskell-these  haskell-unordered-containers  haskell-vector,None,haskell-aeson,/etc/haskell-semialign.conf
haskell-semigroupoids,ghc-libs  haskell-base-orphans  haskell-bifunctors  haskell-comonad  haskell-contravariant  haskell-distributive  haskell-hashable  haskell-tagged  haskell-transformers-compat  haskell-unordered-containers,None,haskell-semialign,/etc/haskell-semigroupoids.conf
haskell-servant,ghc-libs  haskell-base-compat  haskell-aeson  haskell-attoparsec  haskell-bifunctors  haskell-case-insensitive  haskell-constraints  haskell-http-api-data  haskell-http-media  haskell-http-types  haskell-mmorph  haskell-network-uri  haskell-quickcheck  haskell-tagged  haskell-sop-core  haskell-singleton-bool  haskell-string-conversions  haskell-vault,None,haskell-servant-server,/etc/haskell-servant.conf
haskell-servant-server,ghc-libs  haskell-base-compat  haskell-aeson  haskell-base64-bytestring  haskell-constraints  haskell-http-api-data  haskell-http-media  haskell-http-types  haskell-network-uri  haskell-monad-control  haskell-network  haskell-servant  haskell-sop-core  haskell-string-conversions  haskell-resourcet  haskell-tagged  haskell-transformers-base  haskell-wai  haskell-wai-app-static  haskell-warp  haskell-word8,None,haskell-pandoc-server,/etc/haskell-servant-server.conf
haskell-sha,ghc-libs,None,haskell-pandoc  haskell-pandoc-lua-engine,/etc/haskell-sha.conf
haskell-simple-sendfile,ghc-libs  haskell-network,None,haskell-warp,/etc/haskell-simple-sendfile.conf
haskell-singleton-bool,ghc-libs  haskell-boring  haskell-dec  haskell-some,None,haskell-servant,/etc/haskell-singleton-bool.conf
haskell-skylighting,ghc-libs  haskell-skylighting-core  haskell-skylighting-format-ansi  haskell-skylighting-format-blaze-html  haskell-skylighting-format-context  haskell-skylighting-format-latex,None,haskell-pandoc  haskell-pandoc-server,/etc/haskell-skylighting.conf
haskell-skylighting-core,ghc-libs  haskell-aeson  haskell-attoparsec  haskell-base64-bytestring  haskell-case-insensitive  haskell-colour  haskell-safe  haskell-utf8-string  haskell-xml-conduit,None,haskell-pandoc  haskell-skylighting  haskell-skylighting-format-ansi  haskell-skylighting-format-blaze-html  haskell-skylighting-format-context  haskell-skylighting-format-latex,/etc/haskell-skylighting-core.conf
haskell-skylighting-format-ansi,ghc-libs  haskell-ansi-terminal  haskell-colour  haskell-skylighting-core,None,haskell-skylighting,/etc/haskell-skylighting-format-ansi.conf
haskell-skylighting-format-blaze-html,ghc-libs  haskell-blaze-html  haskell-skylighting-core,None,haskell-skylighting,/etc/haskell-skylighting-format-blaze-html.conf
haskell-skylighting-format-context,ghc-libs  haskell-skylighting-core,None,haskell-skylighting,/etc/haskell-skylighting-format-context.conf
haskell-skylighting-format-latex,ghc-libs  haskell-skylighting-core,None,haskell-skylighting,/etc/haskell-skylighting-format-latex.conf
haskell-socks,ghc-libs  haskell-basement  haskell-cereal  haskell-network,None,haskell-crypton-connection,/etc/haskell-socks.conf
haskell-some,ghc-libs,None,haskell-singleton-bool,/etc/haskell-some.conf
haskell-sop-core,ghc-libs,None,haskell-servant  haskell-servant-server,/etc/haskell-sop-core.conf
haskell-split,ghc-libs,None,haskell-mono-traversable  haskell-pandoc  haskell-texmath,/etc/haskell-split.conf
haskell-splitmix,ghc-libs,None,haskell-quickcheck  haskell-random,/etc/haskell-splitmix.conf
haskell-statevar,ghc-libs,None,haskell-contravariant,/etc/haskell-statevar.conf
haskell-streaming-commons,ghc-libs  haskell-async  haskell-network  haskell-random  haskell-zlib,None,haskell-conduit-extra  haskell-http-client  haskell-wai-extra  haskell-warp,/etc/haskell-streaming-commons.conf
haskell-strict,ghc-libs  haskell-assoc  haskell-hashable  haskell-these,None,haskell-aeson,/etc/haskell-strict.conf
haskell-string-conversions,ghc-libs  haskell-utf8-string,None,haskell-servant  haskell-servant-server,/etc/haskell-string-conversions.conf
haskell-syb,ghc-libs,None,haskell-pandoc  haskell-pandoc-types  haskell-texmath  haskell-uniplate,/etc/haskell-syb.conf
haskell-tagged,ghc-libs,None,haskell-aeson  haskell-assoc  haskell-bifunctors  haskell-boring  haskell-comonad  haskell-distributive  haskell-http-api-data  haskell-indexed-traversable-instances  haskell-semialign  haskell-semigroupoids  haskell-servant  haskell-servant-server,/etc/haskell-tagged.conf
haskell-tagsoup,ghc-libs,None,haskell-pandoc,/etc/haskell-tagsoup.conf
haskell-temporary,ghc-libs  haskell-random,None,haskell-hslua-module-system  haskell-pandoc  haskell-zip-archive  pandoc-cli,/etc/haskell-temporary.conf
haskell-texmath,ghc-libs  haskell-network-uri  haskell-pandoc-types  haskell-split  haskell-syb  haskell-typst-symbols  haskell-xml,None,haskell-pandoc,/etc/haskell-texmath.conf
haskell-text-conversions,ghc-libs  haskell-base16-bytestring  haskell-base64-bytestring,None,haskell-doctemplates  haskell-pandoc,/etc/haskell-text-conversions.conf
haskell-text-icu,ghc-libs  icu,None,haskell-citeproc,/etc/haskell-text-icu.conf
haskell-text-short,ghc-libs  haskell-hashable,None,haskell-aeson  haskell-base64,/etc/haskell-text-short.conf
haskell-th-abstraction,ghc-libs,None,haskell-aeson  haskell-bifunctors  haskell-th-lift,/etc/haskell-th-abstraction.conf
haskell-th-compat,ghc-libs,None,haskell-network-uri,/etc/haskell-th-compat.conf
haskell-th-lift,ghc-libs  haskell-th-abstraction,None,haskell-th-lift-instances,/etc/haskell-th-lift.conf
haskell-th-lift-instances,ghc-libs  haskell-th-lift  haskell-vector,None,haskell-unicode-collation,/etc/haskell-th-lift-instances.conf
haskell-these,ghc-libs  haskell-assoc  haskell-hashable,None,haskell-aeson  haskell-semialign  haskell-strict,/etc/haskell-these.conf
haskell-time-compat,ghc-libs  haskell-base-orphans  haskell-hashable,None,haskell-aeson  haskell-attoparsec-iso8601  haskell-http-api-data,/etc/haskell-time-compat.conf
haskell-time-manager,ghc-libs  haskell-auto-update  haskell-unliftio,None,haskell-http2  haskell-warp,/etc/haskell-time-manager.conf
haskell-tls,ghc-libs  haskell-asn1-encoding  haskell-asn1-types  haskell-async  haskell-cereal  haskell-crypton  haskell-crypton-x509  haskell-crypton-x509-store  haskell-crypton-x509-validation  haskell-data-default-class  haskell-memory  haskell-network  haskell-unix-time,None,haskell-crypton-connection  haskell-http-client-tls,/etc/haskell-tls.conf
haskell-transformers-base,ghc-libs  haskell-base-orphans  haskell-transformers-compat,None,haskell-monad-control  haskell-servant-server,/etc/haskell-transformers-base.conf
haskell-transformers-compat,ghc-libs,None,haskell-comonad  haskell-constraints  haskell-glob  haskell-mmorph  haskell-monad-control  haskell-optparse-applicative  haskell-semigroupoids  haskell-transformers-base,/etc/haskell-transformers-compat.conf
haskell-type-equality,ghc-libs,None,haskell-constraints,/etc/haskell-type-equality.conf
haskell-typed-process,ghc-libs  haskell-async  haskell-unliftio-core,None,haskell-conduit-extra,/etc/haskell-typed-process.conf
haskell-typst-symbols,ghc-libs,None,haskell-texmath,/etc/haskell-typst-symbols.conf
haskell-unicode-collation,ghc-libs  haskell-th-lift-instances,None,haskell-citeproc  haskell-pandoc  haskell-pandoc-server,/etc/haskell-unicode-collation.conf
haskell-unicode-data,ghc-libs,None,haskell-commonmark  haskell-unicode-transforms,/etc/haskell-unicode-data.conf
haskell-unicode-transforms,ghc-libs  haskell-unicode-data,None,haskell-commonmark  haskell-pandoc,/etc/haskell-unicode-transforms.conf
haskell-uniplate,ghc-libs  haskell-hashable  haskell-syb  haskell-unordered-containers,None,haskell-citeproc,/etc/haskell-uniplate.conf
haskell-unix-compat,ghc-libs,None,haskell-fast-logger  haskell-wai-app-static,/etc/haskell-unix-compat.conf
haskell-unix-time,ghc-libs  haskell-old-time,None,haskell-fast-logger  haskell-http2  haskell-tls,/etc/haskell-unix-time.conf
haskell-unliftio,ghc-libs  haskell-async  haskell-safe-exceptions  haskell-unliftio-core,None,haskell-time-manager  haskell-warp,/etc/haskell-unliftio.conf
haskell-unliftio-core,ghc-libs,None,haskell-conduit  haskell-conduit-extra  haskell-resourcet  haskell-typed-process  haskell-unliftio,/etc/haskell-unliftio-core.conf
haskell-unordered-containers,ghc-libs  haskell-hashable,None,haskell-aeson  haskell-aeson-pretty  haskell-hslua-aeson  haskell-http-api-data  haskell-indexed-traversable-instances  haskell-ipynb  haskell-mono-traversable  haskell-semialign  haskell-semigroupoids  haskell-uniplate  haskell-vault  haskell-wai-app-static  haskell-witherable  haskell-yaml,/etc/haskell-unordered-containers.conf
haskell-utf8-string,ghc-libs,None,haskell-http-media  haskell-skylighting-core  haskell-string-conversions,/etc/haskell-utf8-string.conf
haskell-uuid-types,ghc-libs  haskell-hashable  haskell-random,None,haskell-aeson  haskell-http-api-data,/etc/haskell-uuid-types.conf
haskell-vault,ghc-libs  haskell-hashable  haskell-unordered-containers,None,haskell-servant  haskell-wai  haskell-wai-extra  haskell-warp,/etc/haskell-vault.conf
haskell-vector,ghc-libs  haskell-primitive  haskell-vector-stream,None,haskell-aeson  haskell-aeson-pretty  haskell-bitvec  haskell-citeproc  haskell-conduit  haskell-doctemplates  haskell-hslua-aeson  haskell-indexed-traversable-instances  haskell-juicypixels  haskell-mono-traversable  haskell-semialign  haskell-th-lift-instances  haskell-vector-algorithms  haskell-witherable  haskell-yaml,/etc/haskell-vector.conf
haskell-vector-algorithms,ghc-libs  haskell-bitvec  haskell-primitive  haskell-vector,None,haskell-mono-traversable,/etc/haskell-vector-algorithms.conf
haskell-vector-stream,ghc-libs,None,haskell-vector,/etc/haskell-vector-stream.conf
haskell-wai,ghc-libs  haskell-http-types  haskell-network  haskell-vault,None,haskell-pandoc-server  haskell-servant-server  haskell-wai-app-static  haskell-wai-cors  haskell-wai-extra  haskell-wai-logger  haskell-warp,/etc/haskell-wai.conf
haskell-wai-app-static,ghc-libs  haskell-blaze-html  haskell-blaze-markup  haskell-cryptonite  haskell-file-embed  haskell-http-date  haskell-http-types  haskell-memory  haskell-mime-types  haskell-old-locale  haskell-optparse-applicative  haskell-unix-compat  haskell-unordered-containers  haskell-wai  haskell-wai-extra  haskell-warp  haskell-zlib,None,haskell-servant-server,/etc/haskell-wai-app-static.conf
haskell-wai-cors,ghc-libs  haskell-attoparsec  haskell-base-unicode-symbols  haskell-case-insensitive  haskell-http-types  haskell-wai,None,haskell-pandoc-server,/etc/haskell-wai-cors.conf
haskell-wai-extra,ghc-libs  haskell-aeson  haskell-ansi-terminal  haskell-base64-bytestring  haskell-case-insensitive  haskell-cookie  haskell-data-default-class  haskell-fast-logger  haskell-http-types  haskell-iproute  haskell-network  haskell-resourcet  haskell-streaming-commons  haskell-vault  haskell-wai  haskell-wai-logger  haskell-warp  haskell-word8  haskell-hunit  haskell-call-stack,None,haskell-wai-app-static  pandoc-cli,/etc/haskell-wai-extra.conf
haskell-wai-logger,ghc-libs  haskell-byteorder  haskell-fast-logger  haskell-http-types  haskell-network  haskell-wai,None,haskell-wai-extra,/etc/haskell-wai-logger.conf
haskell-warp,ghc-libs  haskell-auto-update  haskell-bsb-http-chunked  haskell-case-insensitive  haskell-crypton-x509  haskell-hashable  haskell-http-date  haskell-http-types  haskell-http2  haskell-iproute  haskell-network  haskell-recv  haskell-simple-sendfile  haskell-streaming-commons  haskell-time-manager  haskell-unliftio  haskell-vault  haskell-wai  haskell-word8,None,haskell-servant-server  haskell-wai-app-static  haskell-wai-extra  pandoc-cli,/etc/haskell-warp.conf
haskell-witherable,ghc-libs  haskell-base-orphans  haskell-hashable  haskell-indexed-traversable  haskell-indexed-traversable-instances  haskell-unordered-containers  haskell-vector,None,haskell-aeson,/etc/haskell-witherable.conf
haskell-word8,ghc-libs,None,haskell-servant-server  haskell-wai-extra  haskell-warp,/etc/haskell-word8.conf
haskell-xml,ghc-libs,None,haskell-pandoc  haskell-texmath,/etc/haskell-xml.conf
haskell-xml-conduit,ghc-libs  haskell-attoparsec  haskell-blaze-markup  haskell-conduit  haskell-conduit-extra  haskell-data-default-class  haskell-resourcet  haskell-blaze-html  haskell-xml-types,None,haskell-citeproc  haskell-pandoc  haskell-skylighting-core,/etc/haskell-xml-conduit.conf
haskell-xml-types,ghc-libs,None,haskell-pandoc  haskell-xml-conduit,/etc/haskell-xml-types.conf
haskell-yaml,ghc-libs  haskell-aeson  haskell-attoparsec  haskell-conduit  haskell-libyaml  haskell-optparse-applicative  haskell-resourcet  haskell-scientific  haskell-unordered-containers  haskell-vector,None,haskell-pandoc,/etc/haskell-yaml.conf
haskell-zip-archive,ghc-libs  haskell-digest  haskell-old-time  haskell-temporary  haskell-zlib,None,haskell-hslua-module-zip  haskell-pandoc,/etc/haskell-zip-archive.conf
haskell-zlib,ghc-libs  zlib,None,haskell-juicypixels  haskell-pandoc  haskell-streaming-commons  haskell-wai-app-static  haskell-zip-archive,/etc/haskell-zlib.conf
hicolor-icon-theme,None,None,adwaita-icon-theme  chromium  djvulibre  elementary-icon-theme  gtk-update-icon-cache  libxfce4ui  mousepad  nitrogen  onlyoffice-bin  picom  thunar  thunar-archive-plugin  thunar-volman  v4l-utils  xfce4-appfinder  xfce4-dict  xfce4-eyes-plugin  xfce4-genmon-plugin  xfce4-notes-plugin  xfce4-notifyd  xfce4-panel  xfce4-power-manager  xfce4-screenshooter  xfce4-sensors-plugin  xfce4-session  xfce4-terminal  xfce4-weather-plugin  xfdesktop  xfwm4,/etc/hicolor-icon-theme.conf
hidapi,libusb  systemd-libs,None,sdl2,/etc/hidapi.conf
highway,gcc-libs,None,libjxl,/etc/highway.conf
hslua-cli,ghc-libs  haskell-hslua-core  haskell-hslua-marshalling  haskell-hslua-repl  haskell-lua,None,pandoc-cli,/etc/hslua-cli.conf
htop,libcap  libcap.so=2-64  libnl  ncurses  libncursesw.so=6-64,lm_sensors,None,/etc/htop.conf
hunspell,gcc-libs  readline,perl,qt5-virtualkeyboard,/etc/hunspell.conf
hwdata,None,None,libosinfo  pciutils  systemd  usbutils,/etc/hwdata.conf
hwloc,glibc  libtool  systemd-libs  libpciaccess,cairo [installed],openmpi  openpmix,/etc/hwloc.conf
iana-etc,None,None,filesystem,/etc/iana-etc.conf
icu,gcc-libs  glibc  sh,None,chromium  electron22  harfbuzz-icu  haskell-text-icu  libxml2  nodejs  tracker3,/etc/icu.conf
ijs,glibc  sh,None,ghostscript,/etc/ijs.conf
imagemagick,libltdl  lcms2  fontconfig  libxext  liblqr  libraqm  libpng  libxml2  fftw,ghostscript,chafa,/etc/imagemagick.conf
imath,gcc-libs,python,openexr,/etc/imath.conf
imlib2,bzip2  freetype2  giflib  libjpeg-turbo  libpng  libtiff  libxext  xz,libheif,awesome  feh  libcaca,/etc/imlib2.conf
iniparser,glibc,None,ndctl,/etc/iniparser.conf
intel-gmmlib,gcc-libs,None,intel-media-driver,/etc/intel-gmmlib.conf
intel-media-driver,gcc-libs  intel-gmmlib  libva,None,None,/etc/intel-media-driver.conf
intltool,perl-xml-parser,None,xfce4-dev-tools,/etc/intltool.conf
iproute2,glibc  iptables  libcap  libelf  libbpf,db5.3,base  networkmanager,/etc/iproute2.conf
iptables,libnftnl  libpcap  libnfnetlink  libnetfilter_conntrack  bash,None,iproute2  systemd,/etc/iptables.conf
iputils,libcap  libidn2,None,base,/etc/iputils.conf
iso-codes,None,None,gst-plugins-base-libs  gtk3  libnma-common  libxklavier,/etc/iso-codes.conf
iw,libnl,None,None,/etc/iw.conf
iwd,glibc  readline  libreadline.so=8-64  ell  gcc-libs,qrencode,None,/etc/iwd.conf
jack2,alsa-lib  libasound.so=2-64  db5.3  dbus  libdbus-1.so=3-64  gcc-libs  glibc  libsamplerate  libsamplerate.so=0-64  opus  libopus.so=0-64  systemd-libs  libsystemd.so=0-64,a2jmidid,ffmpeg  gst-plugins-good  portaudio,/etc/jack2.conf
jansson,glibc,None,binutils  libteam  networkmanager  nm-connection-editor,/etc/jansson.conf
java-runtime-common,bash  findutils  coreutils,None,jre-openjdk-headless,/etc/java-runtime-common.conf
jbig2dec,libpng,None,ghostscript,/etc/jbig2dec.conf
jp2a,curl  libjpeg  libpng,None,None,/etc/jp2a.conf
jre-openjdk,jre20-openjdk-headless=20.0.2.u9-3  giflib  libgif.so  glibc  gcc-libs  libpng,alsa-lib,None,/etc/jre-openjdk.conf
jre-openjdk-headless,java-runtime-common>=3  ca-certificates-utils  nss  libjpeg-turbo  libjpeg.so=8-64  lcms2  liblcms2.so=2-64  libnet  freetype2  libfreetype.so=6-64  harfbuzz  libharfbuzz.so=0-64  glibc  gcc-libs,java-rhino,jre-openjdk,/etc/jre-openjdk-headless.conf
json-c,glibc,None,cryptsetup  ndctl  tpm2-tss  v4l-utils,/etc/json-c.conf
json-glib,glib2  libglib-2.0.so=0-64  libgobject-2.0.so=0-64  libgio-2.0.so=0-64,None,girara  libgusb  pavucontrol  spice-gtk  tracker3,/etc/json-glib.conf
jsoncpp,gcc-libs,jsoncpp-doc,chromium  electron22,/etc/jsoncpp.conf
kbd,glibc  pam,None,systemd,/etc/kbd.conf
keyutils,glibc  sh,None,krb5  ndctl,/etc/keyutils.conf
kmod,glibc  zlib  openssl  xz  zstd,None,libblockdev  linux  linux-lts  linux-zen  mkinitcpio  ndctl  pciutils  systemd,/etc/kmod.conf
krb5,glibc  e2fsprogs  libldap  keyutils  libverto-module-base  libkeyutils.so=1-64  libss.so=2-64  libcom_err.so=2-64  libverto.so=1-64,None,audit  curl  libsoup  libsoup3  libtirpc  openssh,/etc/krb5.conf
l-smash,glibc,None,x264,/etc/l-smash.conf
lame,ncurses,None,ffmpeg  gst-plugins-good  libsndfile,/etc/lame.conf
lapack,blas,None,python-numpy,/etc/lapack.conf
lcms2,libtiff,None,colord  ghostscript  imagemagick  jre-openjdk-headless  libcolord  openjpeg2  poppler,/etc/lcms2.conf
ldns,openssl  dnssec-anchors,libpcap,openssh,/etc/ldns.conf
less,glibc  ncurses  pcre2,None,man-db,/etc/less.conf
libaio,glibc,None,lvm2,/etc/libaio.conf
libappindicator-gtk3,libdbusmenu-gtk3,None,network-manager-applet,/etc/libappindicator-gtk3.conf
libarchive,acl  libacl.so=1-64  bzip2  expat  lz4  openssl  libcrypto.so=3-64  xz  zlib  zstd,None,gvfs  mkinitcpio  pacman  zathura-cb,/etc/libarchive.conf
libass,fontconfig  fribidi  glib2  glibc  harfbuzz  libfreetype.so=6-64,None,ffmpeg,/etc/libass.conf
libassuan,glibc  libgpg-error  sh,None,gnupg  pinentry,/etc/libassuan.conf
libasyncns,glibc,None,libpulse,/etc/libasyncns.conf
libatasmart,glibc  systemd-libs,None,udisks2,/etc/libatasmart.conf
libavc1394,glibc  libraw1394,None,ffmpeg  gst-plugins-good,/etc/libavc1394.conf
